danceability,key,loudness,acousticness,instrumentalness,liveness,valence,tempo,popular
0.243,8,-20.669,0.976,0.826,0.109,0.0585,85.787,0.0
0.597,5,-10.717,0.0111,4.68e-06,0.0987,0.811,104.008,1.0
0.513,0,-7.36,0.0689,3.42e-05,0.222,0.375,142.964,1.0
0.81,7,-5.677,0.293,0.0,0.136,0.486,126.051,1.0
0.252,7,-2.479,0.0421,0.0148,0.309,0.306,91.474,1.0
0.81,5,-5.547,0.00873,0.000255,0.0635,0.825,129.855,1.0
0.617,6,-13.223,0.775,0.00776,0.0935,0.282,105.166,0.0
0.616,1,-5.621,0.00597,0.0,0.295,0.487,83.996,1.0
0.272,6,-9.07,0.828,0.0,0.14,0.472,87.501,0.0
0.735,1,-8.84,0.382,0.856,0.0952,0.523,100.01,1.0
0.381,1,-4.537,0.745,0.0,0.0664,0.495,76.584,0.0
0.598,5,-25.649,0.996,0.895,0.117,0.474,122.837,0.0
0.716,1,-19.732,0.878,1.61e-06,0.157,0.613,114.416,0.0
0.531,4,-6.111,0.00225,0.000692,0.0296,0.549,81.64,1.0
0.879,4,-6.742,0.65,1.23e-06,0.0542,0.962,107.97,0.0
0.791,6,-3.444,0.179,0.0,0.0549,0.913,142.876,1.0
0.705,1,-17.247,0.414,0.0,0.0845,0.502,96.367,0.0
0.389,4,-14.159,0.932,0.00129,0.107,0.456,71.521,0.0
0.729,3,-10.245,0.616,0.000132,0.128,0.962,108.778,0.0
0.473,9,-8.774,0.201,0.15,0.142,0.33,82.717,1.0
0.785,4,-5.376,0.153,0.0,0.0694,0.827,122.748,1.0
0.555,7,-5.579,0.28,0.00117,0.907,0.577,100.02,1.0
0.689,9,-9.434,0.0189,0.000873,0.0675,0.936,134.773,0.0
0.563,2,-8.831,0.868,0.0,0.0975,0.556,93.652,0.0
0.617,3,-13.699,0.993,0.000144,0.0826,0.871,110.459,0.0
0.366,11,-5.301,0.000273,0.0122,0.115,0.211,137.114,1.0
0.276,10,-25.96,0.979,0.0314,0.478,0.228,112.574,0.0
0.762,1,-21.678,0.97,0.0,0.155,0.917,61.934,0.0
0.554,5,-5.196,0.172,0.0,0.243,0.758,129.285,1.0
0.566,11,-7.28,0.524,7.64e-06,0.322,0.779,114.066,0.0
0.798,0,-3.382,0.0948,0.000234,0.0698,0.805,96.4,1.0
0.704,9,-16.373,0.456,5.06e-06,0.255,0.89,141.638,0.0
0.732,1,-12.335,0.11,0.0,0.243,0.747,144.926,0.0
0.748,10,-9.156,0.271,1.89e-06,0.123,0.884,179.96,1.0
0.605,4,-5.797,0.254,0.0,0.341,0.435,90.017,1.0
0.561,7,-15.317,0.824,6.43e-05,0.0847,0.198,86.313,0.0
0.324,9,-11.818,0.422,1.18e-05,0.934,0.357,149.961,0.0
0.709,11,-4.787,0.685,0.0,0.146,0.921,150.06,1.0
0.642,7,-15.366,0.478,0.00777,0.11,0.248,116.204,0.0
0.567,2,-7.267,0.889,0.505,0.333,0.655,92.62,0.0
0.619,2,-9.809,0.00575,3.22e-06,0.141,0.153,135.975,0.0
0.684,2,-12.59,0.475,6.57e-05,0.118,0.784,115.078,1.0
0.558,2,-9.226,0.361,0.00254,0.0428,0.652,142.027,0.0
0.904,10,-3.935,0.267,0.0,0.122,0.906,130.002,1.0
0.631,5,-11.125,0.616,0.0114,0.0892,0.598,78.0,1.0
0.15,5,-3.391,0.0487,0.842,0.112,0.0529,79.46,0.0
0.352,8,-13.401,0.596,0.00139,0.587,0.181,85.793,0.0
0.57,9,-13.665,0.696,0.000184,0.0854,0.396,91.352,0.0
0.544,5,-10.366,0.421,0.0146,0.319,0.268,90.421,0.0
0.647,0,-3.756,0.0137,0.000658,0.102,0.746,146.962,1.0
0.575,2,-12.834,0.646,2.49e-06,0.137,0.482,135.555,0.0
0.511,7,-4.504,0.0429,3.05e-06,0.342,0.355,128.038,1.0
0.432,0,-2.832,0.00248,0.0,0.631,0.486,178.086,1.0
0.256,1,-19.273,0.967,0.824,0.0998,0.069,87.74,0.0
0.523,5,-6.53,0.0687,0.0,0.117,0.702,96.085,1.0
0.568,10,-5.061,0.317,0.0,0.121,0.508,162.129,1.0
0.428,9,-10.716,0.00609,0.0,0.279,0.724,135.248,1.0
0.643,4,-10.008,0.558,0.000338,0.0396,0.925,163.331,0.0
0.66,11,-7.59,0.0526,0.103,0.0642,0.853,133.716,1.0
0.668,2,-3.554,0.0959,0.0,0.0918,0.325,102.845,1.0
0.37,2,-10.233,0.059,0.0,0.363,0.377,82.069,1.0
0.566,2,-13.005,0.557,1.34e-06,0.156,0.682,136.073,0.0
0.568,3,-17.096,0.939,2.5e-05,0.802,0.301,122.015,0.0
0.573,8,-7.245,0.405,0.0,0.0969,0.255,179.196,1.0
0.628,7,-13.877,0.78,0.0,0.84,0.612,85.095,0.0
0.774,6,-5.984,0.291,0.000139,0.459,0.847,164.035,1.0
0.763,0,-14.611,0.711,0.0,0.27,0.624,143.778,0.0
0.514,11,-4.585,0.175,0.0,0.117,0.401,84.259,1.0
0.788,9,-5.439,0.419,0.0,0.0638,0.608,119.781,1.0
0.798,1,-12.585,0.0135,0.0,0.291,0.346,172.026,0.0
0.583,3,-9.535,0.211,0.000165,0.0998,0.595,101.851,1.0
0.871,2,-7.57,0.86,0.0,0.298,0.887,73.416,0.0
0.641,2,-5.572,0.000945,0.139,0.0932,0.838,136.982,1.0
0.705,4,-4.887,0.134,0.000139,0.367,0.887,120.022,1.0
0.769,11,-9.02,0.322,0.0021,0.332,0.878,99.998,0.0
0.728,4,-11.861,0.928,0.885,0.132,0.885,97.599,0.0
0.698,3,-9.526,0.391,0.0,0.086,0.931,136.803,0.0
0.17,4,-11.816,0.337,0.000169,0.362,0.573,170.788,0.0
0.546,4,-8.135,0.387,8.43e-06,0.0884,0.81,142.567,0.0
0.633,8,-3.045,0.0065,0.0,0.135,0.732,126.027,1.0
0.696,2,-3.566,0.00213,0.000229,0.0525,0.876,117.998,1.0
0.381,5,-9.872,0.993,0.000291,0.155,0.22,105.889,0.0
0.627,1,-11.143,0.272,0.0,0.428,0.577,94.342,0.0
0.404,2,-4.75,0.198,0.0,0.114,0.112,148.036,1.0
0.629,1,-19.847,0.791,0.0,0.217,0.675,171.146,0.0
0.787,11,-11.09,0.256,3.29e-06,0.11,0.811,116.023,1.0
0.439,1,-6.881,0.00305,0.0,0.439,0.487,82.962,1.0
0.383,0,-15.14,0.975,6.36e-05,0.172,0.257,116.259,0.0
0.689,10,-5.986,0.00975,0.0,0.154,0.139,101.492,1.0
0.401,7,-4.241,0.892,0.000292,0.14,0.678,92.5,1.0
0.672,4,-11.112,0.858,0.0,0.22,0.966,122.828,0.0
0.73,8,-9.564,0.348,0.0,0.117,0.583,88.568,0.0
0.7,2,-12.431,0.4,0.246,0.0594,0.742,87.603,0.0
0.683,4,-20.062,0.611,6.04e-06,0.198,0.512,81.046,0.0
0.46,6,-10.02,0.197,0.000457,0.0663,0.858,168.173,1.0
0.362,4,-4.975,0.301,0.0,0.938,0.514,144.985,1.0
0.611,6,-4.939,0.0523,0.0,0.179,0.749,85.007,1.0
0.603,7,-12.288,0.673,0.00239,0.2,0.683,80.001,0.0
0.697,5,-10.605,0.184,5.35e-05,0.196,0.943,132.801,1.0
0.447,8,-18.643,0.832,0.165,0.137,0.691,134.973,0.0
0.671,0,-7.074,0.414,7.82e-05,0.174,0.79,80.033,1.0
0.461,8,-8.783,0.337,0.0,0.65,0.741,64.502,1.0
0.348,5,-6.242,0.875,5.35e-06,0.0847,0.347,180.555,0.0
0.589,2,-8.718,0.53,0.000243,0.0993,0.957,187.688,1.0
0.781,9,-13.029,0.281,8.03e-05,0.106,0.261,144.041,1.0
0.487,11,-12.747,0.3,0.0806,0.0721,0.18,129.81,0.0
0.673,1,-3.582,0.334,0.0,0.0942,0.571,82.043,1.0
0.494,4,-3.359,0.000327,0.00277,0.2,0.178,114.447,1.0
0.639,10,-10.239,0.0253,3.62e-05,0.101,0.387,145.207,1.0
0.521,7,-5.099,0.000853,1.9e-06,0.261,0.501,126.733,1.0
0.61,11,-6.91,0.0443,0.00035,0.109,0.94,124.128,1.0
0.771,11,-6.054,0.487,0.0,0.246,0.577,140.028,1.0
0.653,6,-3.955,0.0543,0.0,0.0991,0.723,163.779,1.0
0.824,3,-5.903,0.00521,0.000817,0.112,0.716,122.014,1.0
0.473,1,-11.962,0.026,0.199,0.14,0.127,140.036,1.0
0.411,1,-7.516,0.654,0.0,0.314,0.639,141.662,0.0
0.86,11,-5.16,0.021,6.54e-05,0.344,0.453,97.014,1.0
0.691,10,-4.123,0.432,0.0546,0.102,0.824,136.995,1.0
0.797,7,-4.127,0.0312,0.0,0.316,0.808,121.977,1.0
0.424,5,-13.31,0.932,1.24e-06,0.361,0.341,77.888,0.0
0.479,9,-12.507,0.839,0.604,0.158,0.146,143.996,0.0
0.776,2,-3.834,0.0075,0.0,0.0588,0.543,95.972,1.0
0.429,2,-16.867,0.587,0.117,0.129,0.478,119.795,0.0
0.328,5,-7.291,0.858,0.0,0.104,0.401,74.267,1.0
0.688,6,-7.454,0.027,0.0,0.368,0.817,120.01,1.0
0.603,4,-7.694,0.835,0.0,0.13,0.653,95.089,0.0
0.461,6,-8.617,0.158,0.0,0.197,0.588,81.628,1.0
0.704,9,-9.66,0.0955,0.0,0.282,0.811,102.095,0.0
0.568,9,-10.715,0.0817,2.11e-05,0.329,0.805,134.099,1.0
0.477,11,-9.124,0.821,0.0,0.101,0.39,74.877,0.0
0.527,2,-15.868,0.724,0.0,0.104,0.237,108.075,0.0
0.573,7,-12.154,0.756,0.0,0.172,0.58,72.435,0.0
0.66,0,-8.691,0.0367,0.0352,0.165,0.159,109.957,1.0
0.383,0,-9.663,0.885,0.0,0.196,0.467,199.105,0.0
0.54,7,-11.047,0.184,0.0,0.063,0.788,125.579,0.0
0.433,6,-25.608,0.926,0.183,0.0715,0.854,122.859,0.0
0.589,8,-14.885,0.762,0.716,0.138,0.788,80.11,0.0
0.366,2,-7.537,6.72e-06,0.871,0.0927,0.636,200.107,1.0
0.723,9,-22.499,0.807,1.4e-06,0.337,0.219,82.857,0.0
0.537,2,-18.84,0.974,0.924,0.0903,0.19,71.102,0.0
0.435,9,-7.7,0.105,1.58e-06,0.015,0.65,175.448,0.0
0.518,4,-11.139,0.353,0.0,0.379,0.507,102.752,0.0
0.567,4,-14.622,0.301,0.0,0.164,0.879,188.672,1.0
0.66,11,-16.841,0.314,2.63e-06,0.0858,0.578,100.666,0.0
0.521,0,-3.719,0.139,0.0,0.124,0.31,121.883,1.0
0.788,0,-5.562,0.583,0.000422,0.0737,0.82,139.813,1.0
0.577,6,-3.138,0.595,0.0,0.196,0.642,84.971,0.0
0.623,8,-4.398,0.405,0.0,0.255,0.328,97.029,1.0
0.293,9,-6.042,0.000677,7.85e-05,0.0402,0.503,137.016,1.0
0.656,7,-6.627,0.343,2.17e-05,0.124,0.481,99.933,1.0
0.344,2,-13.887,0.0493,0.0278,0.322,0.123,132.809,1.0
0.592,4,-5.431,0.601,0.0,0.182,0.491,127.388,1.0
0.522,2,-22.95,0.955,0.926,0.7,0.376,115.32,0.0
0.506,0,-5.568,0.0731,0.0,0.942,0.527,80.512,0.0
0.791,4,-4.854,0.0161,0.0,0.362,0.963,124.007,1.0
0.919,1,-7.14,0.132,0.0,0.0771,0.273,97.465,1.0
0.725,8,-7.353,0.0221,0.0,0.0878,0.61,94.901,1.0
0.682,9,-8.66,0.000479,1.23e-05,0.0742,0.884,122.561,0.0
0.513,11,-10.346,0.941,0.0,0.0912,0.434,77.138,0.0
0.352,9,-6.849,0.0701,0.0211,0.307,0.598,92.912,0.0
0.673,9,-18.395,0.568,0.0,0.0694,0.407,93.984,0.0
0.236,0,-10.041,2.48e-05,0.845,0.368,0.0719,97.12,1.0
0.565,4,-6.044,0.894,4.18e-06,0.31,0.562,105.256,0.0
0.81,7,-6.909,0.155,0.0,0.0808,0.771,135.959,1.0
0.567,2,-8.038,0.0995,0.0,0.0986,0.2,142.589,1.0
0.648,2,-7.866,0.0848,2.84e-05,0.165,0.863,120.061,1.0
0.491,0,-5.567,0.00511,0.0,0.107,0.175,75.907,1.0
0.734,2,-14.564,0.972,0.000463,0.115,0.537,73.922,0.0
0.409,5,-12.033,0.934,0.000177,0.152,0.401,124.89,0.0
0.261,3,-10.845,0.973,2.22e-06,0.0979,0.141,120.688,0.0
0.634,4,-8.28,0.0847,0.0341,0.0608,0.833,148.376,0.0
0.363,2,-8.141,0.399,0.0,0.219,0.148,125.892,1.0
0.87,10,-12.593,0.244,0.0,0.125,0.657,94.966,1.0
0.736,7,-12.307,0.414,0.0,0.154,0.2,130.165,0.0
0.654,8,-9.06,0.276,0.0,0.158,0.964,120.453,0.0
0.646,4,-5.13,0.79,0.000444,0.104,0.85,160.273,1.0
0.716,1,-3.412,0.094,6.63e-05,0.0825,0.587,139.943,1.0
0.585,7,-5.709,0.253,0.0,0.111,0.352,139.987,0.0
0.557,9,-10.516,0.0351,0.825,0.244,0.838,122.069,0.0
0.177,9,-16.108,0.945,0.0013,0.813,0.221,172.883,0.0
0.405,11,-11.8,0.691,7.47e-06,0.597,0.447,117.268,0.0
0.355,7,-7.596,0.765,0.0,0.451,0.282,98.631,0.0
0.586,0,-16.049,0.791,0.0,0.162,0.54,119.287,0.0
0.747,4,-5.286,0.222,0.0,0.281,0.2,155.055,1.0
0.856,6,-8.758,0.00531,4.43e-05,0.175,0.461,92.738,1.0
0.546,2,-11.595,0.981,0.858,0.403,0.866,122.689,0.0
0.82,6,-7.296,0.0349,0.0,0.197,0.629,154.992,1.0
0.82,10,-5.831,0.444,6.03e-05,0.0781,0.935,91.063,0.0
0.543,7,-7.85,0.776,0.0,0.17,0.462,206.009,0.0
0.631,10,-4.994,0.0171,5.83e-06,0.333,0.382,181.868,1.0
0.542,1,-5.313,0.197,0.0,0.0989,0.295,129.898,1.0
0.715,9,-8.977,0.498,0.0128,0.0468,0.744,142.534,0.0
0.343,2,-12.204,0.978,0.00489,0.267,0.272,91.051,0.0
0.614,4,-10.75,0.656,0.0,0.681,0.773,147.976,1.0
0.71,0,-3.414,0.468,0.0,0.318,0.859,122.033,1.0
0.679,2,-4.627,0.0438,0.0,0.0748,0.609,117.018,1.0
0.5,4,-6.012,0.357,1.48e-06,0.406,0.251,173.931,1.0
0.853,2,-7.275,0.12,0.0,0.101,0.179,90.023,1.0
0.387,7,-13.974,0.854,2.26e-05,0.252,0.184,77.491,0.0
0.715,11,-4.416,0.2,0.0,0.0668,0.927,129.842,1.0
0.48,1,-17.007,0.993,0.912,0.184,0.112,119.377,0.0
0.671,9,-6.473,0.805,0.0,0.108,0.661,99.908,0.0
0.341,0,-11.186,0.202,0.000174,0.204,0.196,167.813,0.0
0.189,9,-19.566,0.864,0.743,0.177,0.146,74.685,0.0
0.283,0,-18.195,0.802,0.21,0.254,0.217,102.955,0.0
0.595,3,-12.557,0.164,0.0,0.153,0.907,158.006,0.0
0.596,5,-4.455,0.0846,0.0,0.382,0.662,81.019,1.0
0.688,11,-9.343,0.308,5.11e-06,0.0686,0.864,80.699,1.0
0.795,1,-5.844,0.118,0.0,0.566,0.728,90.702,0.0
0.369,5,-11.381,0.993,0.713,0.129,0.746,167.991,0.0
0.864,1,-7.452,0.537,1.08e-05,0.125,0.464,117.998,1.0
0.469,7,-6.874,0.692,0.0,0.117,0.202,137.874,0.0
0.383,0,-9.102,0.263,0.000173,0.163,0.195,141.602,0.0
0.615,2,-6.506,0.123,0.0,0.275,0.556,99.96,1.0
0.563,1,-5.218,0.229,0.000202,0.115,0.857,173.469,1.0
0.712,7,-11.101,0.689,0.83,0.118,0.509,89.975,0.0
0.378,0,-11.277,0.198,0.0169,0.0928,0.566,186.476,0.0
0.541,7,-8.891,0.525,0.0,0.325,0.251,135.665,0.0
0.694,6,-14.551,0.824,0.0,0.32,0.847,114.151,0.0
0.64,2,-5.735,0.113,5.62e-06,0.0978,0.698,97.159,1.0
0.582,11,-10.193,0.134,0.0,0.082,0.937,142.965,1.0
0.705,4,-8.644,0.0483,7.01e-05,0.496,0.691,120.042,1.0
0.524,1,-11.346,0.877,9.34e-06,0.0716,0.335,114.016,0.0
0.279,0,-28.632,0.942,0.821,0.149,0.101,107.866,0.0
0.772,6,-6.449,0.48,0.0,0.174,0.843,122.027,1.0
0.69,7,-11.827,0.548,2.72e-05,0.0611,0.762,152.788,0.0
0.451,7,-13.117,0.968,0.64,0.149,0.477,91.255,0.0
0.489,7,-4.188,0.000183,0.0,0.137,0.545,136.917,1.0
0.687,7,-6.009,0.708,0.0,0.0624,0.749,134.057,1.0
0.433,2,-11.807,0.55,0.00188,0.164,0.156,85.632,0.0
0.705,1,-5.139,0.0742,0.0,0.111,0.343,94.96,1.0
0.461,3,-11.333,0.981,0.543,0.246,0.332,96.412,0.0
0.627,11,-11.71,0.788,0.0,0.168,0.533,73.276,0.0
0.432,4,-4.038,0.041,4.21e-06,0.0789,0.197,139.432,1.0
0.707,7,-7.0,0.329,0.000309,0.0819,0.444,109.977,1.0
0.463,8,-6.195,0.196,0.0,0.284,0.219,93.921,1.0
0.426,1,-5.293,0.0383,0.0,0.188,0.272,193.437,1.0
0.667,9,-5.281,0.157,3.97e-06,0.687,0.953,119.536,1.0
0.532,7,-9.306,0.51,0.0,0.699,0.414,132.516,0.0
0.493,6,-4.297,0.00661,0.0,0.103,0.551,89.157,1.0
0.527,2,-7.153,0.123,0.0,0.0934,0.973,196.327,0.0
0.728,2,-6.603,0.167,0.0,0.369,0.772,77.995,1.0
0.517,9,-14.624,0.852,0.0,0.178,0.784,145.774,0.0
0.379,0,-5.456,0.817,0.0182,0.347,0.408,101.486,0.0
0.602,9,-7.824,0.246,0.0,0.275,0.498,80.176,1.0
0.756,10,-5.343,0.697,2.23e-06,0.0632,0.962,134.808,1.0
0.654,10,-6.567,0.733,0.0,0.102,0.385,112.077,0.0
0.726,8,-7.33,0.143,4.37e-06,0.126,0.709,145.968,0.0
0.53,3,-7.923,0.673,0.032,0.0672,0.429,102.308,0.0
0.654,10,-25.247,0.995,0.207,0.118,0.643,139.592,0.0
0.459,7,-6.493,0.04,0.0,0.09,0.767,141.145,0.0
0.657,8,-4.564,0.453,0.0,0.135,0.692,129.642,1.0
0.471,2,-17.265,0.838,0.0,0.168,0.36,122.13,0.0
0.557,7,-7.936,0.556,0.000116,0.367,0.198,96.231,0.0
0.543,4,-14.802,0.835,0.938,0.143,0.121,140.333,0.0
0.774,11,-4.818,0.0179,1.17e-05,0.128,0.308,104.959,1.0
0.57,0,-12.451,0.969,5.63e-05,0.116,0.557,116.949,0.0
0.918,3,-5.032,0.166,0.0003,0.0855,0.972,121.006,1.0
0.45,3,-7.761,0.928,0.0,0.247,0.202,110.876,0.0
0.628,0,-8.955,0.00317,6.41e-06,0.372,0.471,125.109,1.0
0.52,2,-12.828,0.413,0.0,0.121,0.76,117.755,1.0
0.648,9,-9.426,0.512,0.0,0.0931,0.662,91.024,0.0
0.46,0,-7.544,0.27,0.875,0.126,0.535,161.495,1.0
0.56,9,-4.755,0.0244,0.0,0.111,0.503,91.202,1.0
0.607,7,-22.553,0.418,0.0,0.599,0.255,140.644,0.0
0.697,11,-8.193,0.114,0.00352,0.083,0.381,180.017,0.0
0.724,6,-5.16,0.00527,0.0,0.0527,0.827,99.991,1.0
0.818,10,-5.865,0.272,0.0,0.155,0.858,135.726,1.0
0.588,2,-8.625,0.186,0.0,0.135,0.686,138.323,0.0
0.357,1,-5.833,0.355,0.0,0.375,0.353,187.805,1.0
0.786,8,-8.481,0.444,0.0,0.0959,0.921,125.029,1.0
0.932,1,-1.947,0.013,7.13e-06,0.0638,0.653,110.007,1.0
0.478,8,-7.767,0.643,0.000116,0.12,0.624,93.675,0.0
0.793,7,-8.907,0.0245,2.7e-05,0.0228,0.84,105.782,0.0
0.64,9,-16.253,0.891,0.0,0.26,0.508,163.822,0.0
0.718,1,-5.524,0.512,0.0,0.151,0.491,119.922,1.0
0.489,11,-9.702,0.74,0.000236,0.156,0.829,133.341,1.0
0.644,0,-12.557,0.198,0.0,0.598,0.64,86.431,0.0
0.61,1,-13.53,0.391,0.0,0.127,0.568,146.978,0.0
0.634,0,-10.364,0.425,0.0,0.0415,0.922,146.103,1.0
0.508,0,-13.469,0.567,0.00016,0.123,0.589,149.76,0.0
0.719,4,-10.858,0.411,0.0,0.0599,0.977,119.955,0.0
0.419,4,-25.97,0.994,0.866,0.0755,0.121,77.8,0.0
0.46,10,-15.154,0.85,0.93,0.114,0.416,76.825,0.0
0.467,5,-7.643,0.379,0.0,0.107,0.155,74.003,1.0
0.396,2,-14.88,0.476,0.957,0.193,0.495,101.612,0.0
0.16,1,-25.388,0.00238,0.714,0.413,0.0271,129.874,1.0
0.545,6,-5.201,0.00298,0.00117,0.0679,0.674,139.871,1.0
0.772,8,-6.312,0.197,0.0,0.4,0.696,143.836,1.0
0.7,11,-4.679,0.202,0.0,0.426,0.82,94.985,1.0
0.783,0,-8.067,0.744,4.91e-06,0.759,0.858,97.338,0.0
0.696,7,-6.589,0.119,0.0,0.196,0.449,105.829,0.0
0.389,1,-3.664,0.148,0.0,0.202,0.337,137.756,1.0
0.536,0,-16.823,0.961,6.08e-05,0.521,0.412,121.17,0.0
0.298,2,-27.707,0.992,0.965,0.137,0.607,110.272,0.0
0.631,0,-13.808,0.054,0.0934,0.0788,0.896,120.362,0.0
0.59,7,-9.305,0.819,1.31e-06,0.325,0.893,126.378,0.0
0.568,1,-8.019,0.265,0.0,0.0568,0.585,103.362,1.0
0.574,4,-7.773,0.0227,0.868,0.288,0.383,82.427,1.0
0.891,2,-8.613,0.566,0.0,0.0894,0.79,118.006,0.0
0.651,6,-13.31,0.0133,0.91,0.0831,0.347,84.438,0.0
0.643,2,-6.224,0.0349,0.055,0.777,0.59,127.973,1.0
0.755,3,-4.539,0.0605,9.19e-05,0.223,0.586,168.062,1.0
0.526,9,-5.534,0.129,0.0,0.271,0.408,83.405,1.0
0.574,5,-7.765,0.813,0.0,0.368,0.961,66.342,0.0
0.531,2,-8.937,0.868,2.47e-05,0.127,0.19,107.99,1.0
0.623,11,-11.126,0.782,2.81e-05,0.0963,0.736,107.619,0.0
0.666,6,-6.993,0.0817,1.54e-05,0.288,0.387,135.886,0.0
0.43,0,-6.107,1.78e-06,0.484,0.354,0.449,94.989,1.0
0.773,9,-8.281,0.836,2.42e-05,0.544,0.707,103.861,1.0
0.791,0,-7.654,0.617,2.03e-06,0.334,0.732,87.228,1.0
0.7,3,-6.472,0.768,0.0,0.187,0.923,152.163,0.0
0.721,5,-10.131,0.115,6.09e-05,0.415,0.867,150.123,0.0
0.423,4,-21.547,0.966,0.902,0.092,0.547,139.052,0.0
0.852,8,-5.251,0.104,0.00208,0.0862,0.793,91.005,1.0
0.683,2,-8.172,0.625,0.0,0.109,0.234,148.011,0.0
0.56,2,-5.236,0.0256,0.049,0.128,0.384,129.98,0.0
0.555,2,-9.284,0.043,0.00254,0.186,0.905,143.913,0.0
0.689,1,-4.48,0.0833,0.0,0.105,0.623,106.52,1.0
0.882,7,-5.14,0.0062,0.00425,0.0585,0.689,94.009,0.0
0.785,4,-4.876,0.29,5.86e-06,0.0507,0.809,121.973,1.0
0.654,8,-7.509,0.246,0.0178,0.167,0.557,92.78,1.0
0.537,2,-6.591,0.000676,0.605,0.207,0.778,124.243,1.0
0.564,0,-11.157,0.993,0.56,0.158,0.751,140.324,0.0
0.447,6,-7.821,0.64,0.0,0.102,0.499,73.894,0.0
0.612,2,-13.407,0.982,0.000449,0.214,0.812,119.509,0.0
0.372,7,-36.193,0.996,0.953,0.0731,0.221,76.424,0.0
0.863,4,-7.269,0.139,0.0,0.0552,0.886,110.024,0.0
0.64,0,-5.762,0.0931,2.33e-05,0.0492,0.961,122.195,1.0
0.793,1,-3.137,0.00311,0.0,0.0506,0.771,125.957,1.0
0.596,9,-9.531,0.00572,0.000151,0.0647,0.512,143.797,1.0
0.419,2,-7.343,0.0417,0.0,0.115,0.115,155.872,0.0
0.885,1,-11.795,0.145,0.0483,0.0767,0.906,121.632,1.0
0.638,2,-9.575,0.233,0.0,0.093,0.119,111.955,1.0
0.298,5,-23.422,0.993,0.104,0.178,0.342,103.21,0.0
0.533,4,-10.847,0.111,0.000179,0.856,0.792,152.003,1.0
0.326,6,-9.525,0.948,0.0,0.116,0.232,80.576,0.0
0.766,5,-7.169,0.116,5.9e-05,0.21,0.156,109.995,1.0
0.513,8,-11.331,0.718,0.0,0.1,0.315,113.931,1.0
0.507,6,-3.806,0.00963,0.0,0.146,0.564,135.232,1.0
0.279,1,-22.153,0.962,0.000143,0.125,0.13,88.37,0.0
0.52,0,-6.987,0.13,0.0,0.096,0.22,147.699,0.0
0.721,9,-6.573,0.574,0.0,0.385,0.616,129.986,0.0
0.49,0,-6.541,0.619,0.0,0.841,0.456,156.021,0.0
0.721,8,-13.606,0.567,3.12e-05,0.103,0.86,80.04,0.0
0.383,0,-13.844,0.602,0.41,0.577,0.549,115.409,0.0
0.476,0,-10.85,0.11,4.15e-05,0.134,0.583,87.304,1.0
0.56,1,-11.678,0.285,0.0,0.359,0.309,124.001,0.0
0.724,7,-13.161,0.837,0.0,0.484,0.599,125.613,0.0
0.396,1,-16.743,0.878,0.0,0.154,0.307,154.578,0.0
0.605,9,-9.687,0.73,2.63e-06,0.302,0.932,144.428,0.0
0.8,7,-10.108,0.0811,6e-06,0.192,0.73,119.083,0.0
0.269,10,-10.436,0.724,2.65e-06,0.111,0.337,168.803,0.0
0.643,2,-5.684,0.192,0.0,0.0755,0.704,86.815,1.0
0.665,5,-9.558,0.019,0.0,0.0987,0.699,109.432,1.0
0.6,2,-4.683,0.0158,0.0,0.0935,0.801,111.346,1.0
0.331,4,-3.188,0.00721,2.06e-06,0.242,0.296,94.612,1.0
0.297,4,-10.974,0.596,4.28e-05,0.182,0.306,186.945,0.0
0.659,4,-2.253,0.0667,0.0,0.582,0.439,88.042,1.0
0.913,7,-7.178,0.125,0.0,0.0789,0.781,110.011,1.0
0.726,11,-4.667,0.289,0.0,0.234,0.52,97.965,1.0
0.586,2,-8.582,0.327,0.0,0.153,0.585,150.836,0.0
0.745,5,-9.617,0.597,0.0213,0.61,0.771,114.216,1.0
0.469,8,-9.715,0.373,2e-05,0.126,0.858,123.473,0.0
0.588,0,-3.787,0.00546,0.0,0.0333,0.551,127.63,1.0
0.821,1,-4.57,0.0278,2.51e-05,0.19,0.741,118.984,1.0
0.63,2,-3.427,0.0851,0.0,0.0618,0.717,90.02,1.0
0.249,9,-5.148,0.94,0.00279,0.214,0.318,109.113,0.0
0.328,10,-9.978,0.507,0.297,0.324,0.835,97.279,0.0
0.71,5,-10.723,0.59,0.0,0.44,0.75,75.865,0.0
0.621,10,-14.823,0.918,1.5e-06,0.131,0.329,81.415,0.0
0.38,4,-11.282,0.187,0.0,0.237,0.154,122.259,0.0
0.38,10,-14.536,0.993,0.0112,0.138,0.459,110.422,0.0
0.74,4,-8.286,0.758,0.0,0.217,0.932,109.367,0.0
0.423,0,-13.112,0.301,0.00317,0.208,0.479,141.047,0.0
0.701,0,-6.587,0.293,1.72e-05,0.0703,0.523,80.186,1.0
0.473,11,-8.189,0.695,0.0,0.509,0.499,74.056,1.0
0.312,7,-14.825,0.964,0.929,0.152,0.649,108.665,0.0
0.628,7,-15.466,0.0969,0.0,0.666,0.398,123.227,0.0
0.596,5,-11.37,0.988,0.907,0.176,0.401,119.821,0.0
0.652,9,-10.225,0.901,0.0,0.112,0.235,90.627,0.0
0.466,1,-2.597,0.042,0.0,0.101,0.453,95.028,1.0
0.896,4,-8.768,0.742,0.0,0.236,0.934,136.931,1.0
0.596,2,-25.158,0.952,1.18e-05,0.158,0.626,114.751,0.0
